Time,RPM,MPH,Throttle,Load,Fuel Status
16:6:56.286725,895,0.0,2.74509803922,3.52941176471,0200
16:6:57.665625,901,0.0,2.74509803922,3.13725490196,0200
16:6:58.805617,896,0.0,2.74509803922,3.52941176471,0200
16:6:59.918818,897,0.0,2.74509803922,3.13725490196,0200
16:7:1.54693,894,0.0,2.74509803922,3.52941176471,0200
16:7:2.369607,897,0.0,2.74509803922,3.13725490196,0200
16:7:3.501258,894,0.0,2.74509803922,3.52941176471,0200
16:7:4.624856,889,0.0,2.74509803922,3.13725490196,0200
16:7:5.733347,895,0.0,2.74509803922,3.13725490196,0200
16:7:7.4497,892,0.0,2.74509803922,3.52941176471,0200
16:7:8.110174,895,0.0,2.74509803922,3.13725490196,0200
16:7:9.237095,890,0.0,2.74509803922,3.52941176471,0200
16:7:10.387228,893,0.0,2.74509803922,3.13725490196,0200
16:7:11.745193,890,0.0,2.74509803922,3.52941176471,0200
16:7:12.888220,890,0.0,2.74509803922,3.52941176471,0200
16:7:14.51944,896,0.0,2.74509803922,3.13725490196,0200
16:7:15.232625,898,0.0,2.74509803922,3.13725490196,0200
16:7:16.571450,893,0.0,2.74509803922,3.52941176471,0200
16:7:17.775181,885,0.0,2.74509803922,3.52941176471,0200
16:7:18.957317,894,0.0,2.74509803922,3.92156862745,0200
16:7:20.90161,903,0.0,3.52941176471,3.92156862745,0200
16:7:21.308778,898,0.0,3.52941176471,3.92156862745,0200
16:7:22.466227,903,0.0,3.52941176471,3.92156862745,0200
16:7:23.623392,916,0.0,3.52941176471,4.3137254902,0200
16:7:24.766067,906,0.0,3.52941176471,4.3137254902,0200
16:7:26.55377,915,0.0,3.52941176471,4.3137254902,0200
16:7:27.203048,905,0.0,3.52941176471,4.3137254902,0200
16:7:28.339077,907,0.0,3.52941176471,4.3137254902,0200
16:7:29.489321,900,0.0,3.52941176471,4.3137254902,0200
16:7:30.829282,905,0.0,3.52941176471,4.3137254902,0200
16:7:31.971132,892,0.0,3.52941176471,4.3137254902,0200
16:7:33.118701,894,0.0,3.52941176471,4.3137254902,0200
16:7:34.275869,901,0.0,3.13725490196,3.92156862745,0200
16:7:35.577984,898,0.0,3.52941176471,3.92156862745,0200
16:7:36.712608,904,0.0,3.13725490196,3.92156862745,0200
16:7:37.853690,897,0.0,3.13725490196,3.92156862745,0200
16:7:39.433,907,0.0,3.13725490196,3.92156862745,0200
16:7:40.353796,888,0.0,3.13725490196,3.92156862745,0200
16:7:41.488456,894,0.0,3.13725490196,3.92156862745,0200
16:7:42.628700,901,0.0,3.13725490196,3.92156862745,0200
16:7:43.806134,900,0.0,3.13725490196,3.92156862745,0200
16:7:45.145161,896,0.0,3.13725490196,3.92156862745,0200
16:7:46.304924,896,0.0,3.13725490196,3.92156862745,0200
16:7:47.458498,885,0.0,3.13725490196,3.92156862745,0200
16:7:48.607067,890,0.0,3.13725490196,3.92156862745,0200
16:7:49.913967,895,0.0,3.13725490196,3.92156862745,0200
16:7:51.42966,894,0.0,3.13725490196,3.92156862745,0200
16:7:52.180654,887,0.0,3.13725490196,3.52941176471,0200
16:7:53.299880,886,0.0,3.13725490196,3.52941176471,0200
16:7:54.667600,894,0.0,3.13725490196,3.52941176471,0200
16:7:55.801965,864,0.0,3.13725490196,3.92156862745,0200
16:7:56.929441,902,0.0,3.13725490196,3.92156862745,0200
16:7:58.74742,899,0.0,3.13725490196,3.92156862745,0200
16:7:59.436290,887,0.0,3.13725490196,3.92156862745,0200
16:8:0.582781,888,0.0,3.13725490196,3.92156862745,0200
16:8:1.724753,879,0.0,3.13725490196,3.92156862745,0200
16:8:2.889632,887,0.0,3.13725490196,3.52941176471,0200
16:8:4.190546,872,0.0,2.35294117647,3.13725490196,0200
16:8:5.327705,876,0.0,2.35294117647,3.52941176471,0200
16:8:6.489079,871,0.0,2.35294117647,3.13725490196,0200
16:8:7.642123,876,0.0,2.35294117647,3.13725490196,0200
16:8:9.4136,875,0.0,2.35294117647,3.13725490196,0200
16:8:10.139320,891,0.0,2.35294117647,3.13725490196,0200
16:8:11.262622,879,0.0,2.35294117647,3.13725490196,0200
16:8:12.394817,861,0.0,2.35294117647,3.13725490196,0200
16:8:13.728209,886,0.0,2.35294117647,3.13725490196,0200
16:8:14.879603,887,0.0,2.35294117647,3.13725490196,0200
16:8:16.5753,884,0.0,2.35294117647,3.13725490196,0200
16:8:17.136305,890,0.0,2.35294117647,3.13725490196,0200
16:8:18.454844,884,0.0,2.35294117647,3.13725490196,0200
16:8:19.615634,872,0.0,2.74509803922,3.13725490196,0200
16:8:20.757735,893,0.0,2.35294117647,3.13725490196,0200
16:8:21.910040,886,0.0,2.74509803922,3.13725490196,0200
16:8:23.201267,893,0.0,2.74509803922,3.13725490196,0200
16:8:24.346042,876,0.0,2.74509803922,3.13725490196,0200
16:8:25.484610,905,0.0,2.74509803922,3.13725490196,0200
16:8:26.620000,891,0.0,2.74509803922,3.13725490196,0200
16:8:27.963253,896,0.0,2.74509803922,3.13725490196,0200
16:8:29.122399,893,0.0,2.74509803922,3.13725490196,0200
16:8:30.262656,884,0.0,2.74509803922,3.13725490196,0200
16:8:31.412176,897,0.0,2.74509803922,3.13725490196,0200
16:8:32.783039,896,0.0,2.74509803922,3.13725490196,0200
16:8:33.923046,894,0.0,2.74509803922,3.13725490196,0200
16:8:35.76100,883,0.0,2.74509803922,3.13725490196,0200
16:8:36.228517,890,0.0,2.74509803922,3.13725490196,0200
16:8:37.572818,895,0.0,2.74509803922,3.13725490196,0200
16:8:38.744678,894,0.0,2.74509803922,3.13725490196,0200
16:8:39.879344,886,0.0,2.74509803922,3.13725490196,0200
16:8:40.992002,897,0.0,2.74509803922,3.13725490196,0200
16:8:42.344090,893,0.0,2.74509803922,3.13725490196,0200
16:8:43.472611,887,0.0,2.74509803922,3.13725490196,0200
16:8:44.615799,904,0.0,2.74509803922,3.13725490196,0200
16:8:45.756732,899,0.0,2.74509803922,3.13725490196,0200
16:8:47.112438,898,0.0,2.74509803922,3.13725490196,0200
16:8:48.250570,895,0.0,2.74509803922,3.13725490196,0200
16:8:49.381163,899,0.0,2.74509803922,3.13725490196,0200
16:8:50.506930,898,0.0,2.74509803922,3.13725490196,0200
16:8:51.863783,892,0.0,2.74509803922,3.13725490196,0200
16:8:53.2058,890,0.0,2.74509803922,3.13725490196,0200
16:8:54.141667,895,0.0,2.74509803922,3.52941176471,0200
16:8:55.277622,887,0.0,2.74509803922,3.13725490196,0200
16:8:56.592704,896,0.0,2.74509803922,3.52941176471,0200
16:8:57.732179,885,0.0,2.74509803922,3.13725490196,0200
16:8:58.872788,897,0.0,2.74509803922,3.13725490196,0200
16:9:0.11098,894,0.0,2.74509803922,3.13725490196,0200
16:9:1.353051,890,0.0,2.74509803922,3.13725490196,0200
16:9:2.485188,896,0.0,2.74509803922,3.13725490196,0200
16:9:3.598354,896,0.0,2.74509803922,3.13725490196,0200
16:9:4.728979,901,0.0,2.74509803922,3.13725490196,0200
16:9:5.922948,883,0.0,2.74509803922,3.13725490196,0200
16:9:7.69133,884,0.0,2.74509803922,3.13725490196,0200
16:9:8.198843,894,0.0,2.74509803922,3.13725490196,0200
16:9:9.330235,891,0.0,2.74509803922,3.13725490196,0200
16:9:10.598685,882,0.0,2.74509803922,3.13725490196,0200
16:9:11.738105,894,0.0,2.74509803922,3.13725490196,0200
16:9:12.871453,892,0.0,2.74509803922,3.13725490196,0200
16:9:14.5129,881,0.0,2.74509803922,3.13725490196,0200
16:9:15.353195,885,0.0,2.74509803922,3.13725490196,0200
16:9:16.489004,894,0.0,2.74509803922,3.13725490196,0200
16:9:17.641773,893,0.0,2.74509803922,3.13725490196,0200
16:9:18.796393,890,0.0,2.74509803922,3.13725490196,0200
16:9:20.74812,888,0.0,2.74509803922,3.13725490196,0200
16:9:21.194074,901,0.0,2.74509803922,3.13725490196,0200
16:9:22.323506,898,0.0,2.74509803922,3.13725490196,0200
16:9:23.459477,899,0.0,2.74509803922,3.13725490196,0200
16:9:24.649050,897,0.0,2.74509803922,3.13725490196,0200
16:9:25.766228,896,0.0,2.74509803922,3.13725490196,0200
16:9:26.905645,888,0.0,2.74509803922,3.52941176471,0200
16:9:28.39546,893,0.0,2.74509803922,3.52941176471,0200
16:9:29.335961,894,0.0,2.74509803922,3.13725490196,0200
16:9:30.471496,891,0.0,2.74509803922,3.52941176471,0200
16:9:31.589668,901,0.0,2.74509803922,3.13725490196,0200
16:9:32.724612,887,0.0,2.74509803922,3.52941176471,0200
16:9:34.16596,881,0.0,2.74509803922,3.52941176471,0200
16:9:35.157279,891,0.0,2.74509803922,3.52941176471,0200
16:9:36.294089,892,0.0,2.74509803922,3.13725490196,0200
16:9:37.420840,899,0.0,2.74509803922,3.52941176471,0200
16:9:38.708146,900,0.0,2.74509803922,3.13725490196,0200
16:9:39.834024,869,0.0,2.74509803922,3.13725490196,0200
16:9:40.972290,885,0.0,2.74509803922,3.13725490196,0200
16:9:42.108111,904,0.0,2.74509803922,3.13725490196,0200
16:9:43.457772,892,0.0,2.74509803922,3.52941176471,0200
16:9:44.577079,894,0.0,2.74509803922,3.52941176471,0200
16:9:45.712854,894,0.0,2.74509803922,3.52941176471,0200
16:9:46.844983,889,0.0,3.52941176471,4.3137254902,0200
16:9:48.51747,891,0.0,3.52941176471,3.92156862745,0200
16:9:49.215283,896,0.0,3.52941176471,3.92156862745,0200
16:9:50.358232,913,0.0,3.52941176471,3.92156862745,0200
16:9:51.500516,927,0.0,3.52941176471,3.92156862745,0200
16:9:52.736217,912,0.0,3.52941176471,4.3137254902,0200
16:9:53.873057,922,0.0,3.52941176471,4.3137254902,0200
16:9:55.50955,915,0.0,3.52941176471,4.3137254902,0200
16:9:56.239105,900,0.0,3.52941176471,4.3137254902,0200
16:9:57.510085,906,0.0,3.52941176471,4.3137254902,0200
16:9:58.627340,906,0.0,3.52941176471,3.92156862745,0200
16:9:59.792994,899,0.0,3.52941176471,4.3137254902,0200
16:10:0.961292,882,0.0,3.52941176471,3.92156862745,0200
16:10:2.278349,896,0.0,3.52941176471,3.92156862745,0200
16:10:3.428491,907,0.0,3.52941176471,3.92156862745,0200
16:10:4.513042,911,0.0,3.52941176471,3.92156862745,0200
16:10:5.673799,890,0.0,3.13725490196,3.92156862745,0200
16:10:7.28608,894,0.0,3.13725490196,3.92156862745,0200
16:10:8.200600,900,0.0,3.13725490196,3.92156862745,0200
16:10:9.368150,892,0.0,3.13725490196,3.92156862745,0200
16:10:10.503584,904,0.0,3.13725490196,3.52941176471,0200
16:10:11.828994,890,0.0,3.13725490196,3.52941176471,0200
16:10:12.978131,893,0.0,3.13725490196,3.92156862745,0200
16:10:14.147777,895,0.0,3.13725490196,3.92156862745,0200
16:10:15.329823,887,0.0,3.13725490196,3.92156862745,0200
16:10:16.664537,890,0.0,3.13725490196,3.92156862745,0200
16:10:17.788864,898,0.0,3.13725490196,3.92156862745,0200
16:10:18.933595,906,0.0,3.13725490196,3.92156862745,0200
16:10:20.50638,899,0.0,3.13725490196,3.92156862745,0200
16:10:21.357690,906,0.0,3.13725490196,3.92156862745,0200
16:10:22.515524,889,0.0,3.13725490196,3.92156862745,0200
16:10:23.670188,894,0.0,3.13725490196,3.52941176471,0200
16:10:24.809478,900,0.0,3.13725490196,3.52941176471,0200
16:10:26.10387,888,0.0,3.13725490196,3.92156862745,0200
16:10:27.171056,888,0.0,3.13725490196,3.52941176471,0200
16:10:28.309560,897,0.0,3.13725490196,3.52941176471,0200
16:10:29.457640,887,0.0,3.13725490196,3.52941176471,0200
16:10:30.678211,890,0.0,3.13725490196,3.52941176471,0200
16:10:31.811701,897,0.0,1.96078431373,3.13725490196,0200
16:10:32.920582,881,0.0,2.35294117647,3.13725490196,0200
16:10:34.62709,883,0.0,2.35294117647,3.13725490196,0200
16:10:35.351331,885,0.0,2.35294117647,3.13725490196,0200
16:10:36.487231,887,0.0,2.35294117647,3.13725490196,0200
16:10:37.614551,884,0.0,2.35294117647,3.13725490196,0200
16:10:38.747647,890,0.0,2.35294117647,3.13725490196,0200
16:10:40.35954,887,0.0,2.35294117647,3.13725490196,0200
16:10:41.193959,889,0.0,2.35294117647,3.13725490196,0200
16:10:42.315402,889,0.0,2.35294117647,3.13725490196,0200
16:10:43.456519,887,0.0,2.35294117647,3.13725490196,0200
16:10:44.688576,890,0.0,2.35294117647,3.13725490196,0200
16:10:45.798123,889,0.0,2.35294117647,3.13725490196,0200
16:10:46.941579,896,0.0,2.35294117647,3.13725490196,0200
16:10:48.102397,892,0.0,2.35294117647,3.13725490196,0200
16:10:49.369469,875,0.0,2.35294117647,3.13725490196,0200
16:10:50.512709,891,0.0,2.35294117647,3.13725490196,0200
16:10:51.673399,891,0.0,2.35294117647,3.13725490196,0200
16:10:52.814430,885,0.0,2.35294117647,3.13725490196,0200
16:10:54.58140,893,0.0,2.35294117647,3.13725490196,0200
16:10:55.201582,894,0.0,2.35294117647,3.13725490196,0200
16:10:56.355185,892,0.0,2.35294117647,3.13725490196,0200
16:10:57.487010,892,0.0,2.74509803922,3.13725490196,0200
16:10:58.751503,883,0.0,2.74509803922,3.13725490196,0200
16:10:59.896239,898,0.0,2.74509803922,3.13725490196,0200
16:11:1.39430,886,0.0,2.74509803922,3.13725490196,0200
16:11:2.160366,896,0.0,2.74509803922,3.13725490196,0200
16:11:3.541053,895,0.0,2.74509803922,3.13725490196,0200
16:11:4.641278,886,0.0,2.74509803922,3.13725490196,0200
16:11:5.760953,888,0.0,2.74509803922,3.13725490196,0200
16:11:6.896886,898,0.0,2.74509803922,3.13725490196,0200
16:11:8.223365,889,0.0,2.74509803922,3.13725490196,0200
16:11:9.335810,899,0.0,2.74509803922,3.13725490196,0200
16:11:10.447859,884,0.0,2.74509803922,3.13725490196,0200
16:11:11.581258,897,0.0,2.74509803922,3.13725490196,0200
16:11:12.789220,902,0.0,2.74509803922,3.13725490196,0200
16:11:13.924432,898,0.0,2.74509803922,3.13725490196,0200
16:11:15.51932,888,0.0,2.74509803922,3.13725490196,0200
16:11:16.180358,895,0.0,2.74509803922,3.52941176471,0200
16:11:17.468644,885,0.0,2.74509803922,3.13725490196,0200
16:11:18.596030,899,0.0,2.74509803922,3.13725490196,0200
16:11:19.725471,886,0.0,2.74509803922,3.13725490196,0200
16:11:20.845016,902,0.0,2.74509803922,3.13725490196,0200
16:11:22.150865,890,0.0,2.74509803922,3.13725490196,0200
16:11:23.281074,894,0.0,2.74509803922,3.13725490196,0200
16:11:24.403365,909,0.0,2.74509803922,3.13725490196,0200
16:11:25.533518,902,0.0,2.74509803922,3.13725490196,0200
16:11:26.832048,893,0.0,2.74509803922,3.13725490196,0200
16:11:27.965402,889,0.0,2.74509803922,3.13725490196,0200
16:11:29.83471,892,0.0,2.74509803922,3.13725490196,0200
16:11:30.220521,900,0.0,2.74509803922,3.13725490196,0200
16:11:31.503925,891,0.0,2.74509803922,3.13725490196,0200
16:11:32.628457,885,0.0,2.74509803922,3.13725490196,0200
16:11:33.760201,893,0.0,2.74509803922,3.13725490196,0200
16:11:34.892559,895,0.0,2.74509803922,3.13725490196,0200
16:11:36.179080,897,0.0,2.74509803922,3.13725490196,0200
16:11:37.319989,893,0.0,2.74509803922,3.13725490196,0200
16:11:38.419530,890,0.0,2.74509803922,3.13725490196,0200
16:11:39.550248,889,0.0,2.74509803922,3.52941176471,0200
16:11:40.850109,900,0.0,2.74509803922,3.13725490196,0200
16:11:41.979836,904,0.0,2.74509803922,3.13725490196,0200
16:11:43.114522,902,0.0,2.74509803922,3.13725490196,0200
16:11:44.238674,886,0.0,2.74509803922,3.13725490196,0200
16:11:45.517317,891,0.0,2.35294117647,3.13725490196,0200
16:11:46.647481,897,0.0,2.74509803922,3.13725490196,0200
16:11:47.777021,891,0.0,2.74509803922,3.52941176471,0200
16:11:48.905442,896,0.0,2.74509803922,3.13725490196,0200
16:11:50.180124,892,0.0,2.74509803922,3.13725490196,0200
16:11:51.312160,882,0.0,2.74509803922,3.13725490196,0200
16:11:52.436644,896,0.0,2.74509803922,3.13725490196,0200
16:11:53.567447,888,0.0,2.74509803922,3.13725490196,0200
16:11:54.834598,896,0.0,2.35294117647,3.13725490196,0200
16:11:55.966481,888,0.0,2.74509803922,3.13725490196,0200
16:11:57.101974,891,0.0,2.35294117647,3.13725490196,0200
16:11:58.229968,891,0.0,2.35294117647,3.13725490196,0200
16:11:59.492327,891,0.0,2.74509803922,3.13725490196,0200
16:12:0.608046,895,0.0,2.74509803922,3.13725490196,0200
16:12:1.731560,889,0.0,2.35294117647,3.13725490196,0200
16:12:2.863761,900,0.0,2.35294117647,3.13725490196,0200
16:12:4.146097,886,0.0,2.35294117647,3.13725490196,0200
16:12:5.265818,898,0.0,2.35294117647,3.13725490196,0200
16:12:6.389922,895,0.0,2.35294117647,3.13725490196,0200
16:12:7.514167,899,0.0,2.35294117647,3.13725490196,0200
16:12:8.792472,884,0.0,2.74509803922,3.13725490196,0200
16:12:9.922020,884,0.0,2.35294117647,3.13725490196,0200
16:12:11.59169,895,0.0,2.35294117647,3.13725490196,0200
16:12:12.172446,891,0.0,2.35294117647,3.13725490196,0200
16:12:13.441979,895,0.0,2.35294117647,3.13725490196,0200
16:12:14.569036,889,0.0,2.35294117647,3.13725490196,0200
16:12:15.702977,893,0.0,2.74509803922,3.52941176471,0200
16:12:16.835130,892,0.0,5.09803921569,3.92156862745,0200
16:12:18.98516,884,0.0,3.52941176471,3.92156862745,0200
16:12:19.228108,910,0.0,3.52941176471,3.92156862745,0200
16:12:20.347716,917,0.0,3.52941176471,3.92156862745,0200
16:12:21.477211,916,0.0,3.52941176471,3.92156862745,0200
16:12:22.766843,905,0.0,3.52941176471,4.3137254902,0200
16:12:23.868742,910,0.0,3.52941176471,4.3137254902,0200
16:12:24.999599,905,0.0,3.52941176471,4.3137254902,0200
16:12:26.126024,905,0.0,3.52941176471,4.3137254902,0200
16:12:27.421918,909,0.0,3.52941176471,4.3137254902,0200
16:12:28.552968,903,0.0,3.52941176471,4.3137254902,0200
16:12:29.686559,903,0.0,3.52941176471,4.3137254902,0200
16:12:30.825997,905,0.0,3.52941176471,3.92156862745,0200
16:12:32.109571,916,0.0,3.52941176471,4.3137254902,0200
16:12:33.240173,905,0.0,3.52941176471,3.92156862745,0200
16:12:34.371014,901,0.0,3.52941176471,3.92156862745,0200
16:12:35.503196,895,0.0,3.52941176471,3.92156862745,0200
16:12:36.874582,892,0.0,3.13725490196,3.92156862745,0200
16:12:37.987840,890,0.0,3.13725490196,3.92156862745,0200
16:12:39.102380,904,0.0,3.13725490196,3.92156862745,0200
16:12:40.230817,893,0.0,3.13725490196,3.92156862745,0200
16:12:41.565727,893,0.0,3.13725490196,3.92156862745,0200
16:12:42.692790,885,0.0,3.13725490196,3.92156862745,0200
16:12:43.819735,889,0.0,3.13725490196,3.92156862745,0200
16:12:44.945900,886,0.0,3.13725490196,3.92156862745,0200
16:12:46.241480,887,0.0,3.13725490196,3.92156862745,0200
16:12:47.357882,896,0.0,3.13725490196,3.92156862745,0200
16:12:48.491204,901,0.0,3.13725490196,3.92156862745,0200
16:12:49.618655,905,0.0,3.13725490196,3.52941176471,0200
16:12:50.918210,894,0.0,3.13725490196,3.92156862745,0200
16:12:52.47726,888,0.0,3.13725490196,3.92156862745,0200
16:12:53.160885,892,0.0,3.13725490196,3.92156862745,0200
16:12:54.288073,890,0.0,3.13725490196,3.92156862745,0200
16:12:55.577508,894,0.0,3.13725490196,3.92156862745,0200
16:12:56.702170,901,0.0,3.13725490196,3.52941176471,0200
16:12:57.827417,888,0.0,3.13725490196,3.92156862745,0200
16:12:58.953102,887,0.0,3.13725490196,3.52941176471,0200
16:13:0.240146,886,0.0,1.96078431373,3.13725490196,0200
16:13:1.377331,887,0.0,2.35294117647,3.13725490196,0200
16:13:2.506786,885,0.0,2.35294117647,3.13725490196,0200
16:13:3.638792,897,0.0,2.35294117647,3.13725490196,0200
16:13:4.888372,869,0.0,2.35294117647,3.13725490196,0200
16:13:6.13083,880,0.0,2.35294117647,3.13725490196,0200
16:13:7.140136,854,0.0,2.35294117647,3.13725490196,0200
16:13:8.265356,887,0.0,2.35294117647,3.13725490196,0200
16:13:9.538495,888,0.0,2.35294117647,3.13725490196,0200
16:13:10.655940,869,0.0,2.35294117647,3.13725490196,0200
16:13:11.787784,880,0.0,2.35294117647,3.13725490196,0200
16:13:12.919831,887,0.0,2.35294117647,3.13725490196,0200
16:13:14.175764,899,0.0,2.74509803922,3.13725490196,0200
16:13:15.289915,893,0.0,2.35294117647,3.13725490196,0200
16:13:16.418968,885,0.0,2.35294117647,3.13725490196,0200
16:13:17.551088,883,0.0,2.74509803922,3.13725490196,0200
16:13:18.803121,884,0.0,2.74509803922,3.13725490196,0200
16:13:19.916499,896,0.0,2.74509803922,3.52941176471,0200
16:13:21.55927,905,0.0,2.74509803922,3.52941176471,0200
16:13:22.207958,879,0.0,2.74509803922,3.52941176471,0200
16:13:23.437809,899,0.0,2.74509803922,3.13725490196,0200
